Year,Car Make and Model,Retail Price,Highway MPG,Body Style,Base Curb Weight (lbs),Parking Aid,Back-Up Camera,Stability Control
2019,2019 Acura RDX Specs: FWD w/Technology Pkg,40600.0,28.0,Car,3790.0,Yes,Yes,Yes
2019,2019 Acura RDX Specs: FWD w/Advance Pkg,45500.0,28.0,Car,3829.0,Yes,Yes,Yes
2019,2019 Acura RDX Specs: FWD w/A-Spec Pkg,43600.0,27.0,Car,3821.0,Yes,Yes,Yes
2019,2019 Acura RDX Specs: FWD,37400.0,28.0,Car,3783.0,No,Yes,Yes
2019,2019 Acura RDX Specs: AWD w/Technology Pkg,42600.0,27.0,Car,4026.0,Yes,Yes,Yes
2019,2019 Acura RDX Specs: AWD w/Advance Pkg,47500.0,27.0,Car,4068.0,Yes,Yes,Yes
2019,2019 Acura RDX Specs: AWD w/A-Spec Pkg,45600.0,26.0,Car,4015.0,Yes,Yes,Yes
2018,2018 Acura RDX Specs: AWD,37500.0,27.0,Car,3902.0,No,Yes,Yes
2018,2018 Acura RDX Specs: FWD w/Technology/AcuraWatch Plus Pkg,41000.0,28.0,Car,3772.0,No,Yes,Yes
2018,2018 Acura RDX Specs: FWD w/Technology Pkg,39700.0,28.0,Car,3768.0,No,Yes,Yes
2018,2018 Acura RDX Specs: FWD w/Advance Pkg,42700.0,28.0,Car,3781.0,Yes,Yes,Yes
2018,2018 Acura RDX Specs: FWD w/AcuraWatch Plus,37300.0,28.0,Car,3743.0,No,Yes,Yes
2018,2018 Acura RDX Specs: FWD,36000.0,28.0,Car,3737.0,No,Yes,Yes
2018,2018 Acura RDX Specs: AWD w/Technology/AcuraWatch Plus Pkg,42500.0,27.0,Car,3935.0,No,Yes,Yes
2018,2018 Acura RDX Specs: AWD w/Technology Pkg,41200.0,27.0,Car,3931.0,No,Yes,Yes
2018,2018 Acura RDX Specs: AWD w/Advance Pkg,44200.0,27.0,Car,3946.0,Yes,Yes,Yes
2018,2018 Acura RDX Specs: AWD w/AcuraWatch Plus,38800.0,27.0,Car,3907.0,No,Yes,Yes
2016,2016 Acura RDX Specs: AWD 4-Door,36870.0,28.0,Car,3902.0,No,Yes,Yes
2016,2016 Acura RDX Specs: FWD 4-Door Tech/AcuraWatch Plus Pkg,40370.0,29.0,Car,3774.0,No,Yes,Yes
2016,2016 Acura RDX Specs: FWD 4-Door Tech Pkg,39070.0,29.0,Car,3768.0,No,Yes,Yes
2016,2016 Acura RDX Specs: FWD 4-Door Advance Pkg,42020.0,29.0,Car,3781.0,Yes,Yes,Yes
2016,2016 Acura RDX Specs: FWD 4-Door AcuraWatch Plus Pkg,36670.0,29.0,Car,3743.0,No,Yes,Yes
2016,2016 Acura RDX Specs: FWD 4-Door,35370.0,29.0,Car,3737.0,No,Yes,Yes
2016,2016 Acura RDX Specs: AWD 4-Door Tech/AcuraWatch Plus Pkg,41870.0,28.0,Car,3936.0,No,Yes,Yes
2016,2016 Acura RDX Specs: AWD 4-Door Tech Pkg,40570.0,28.0,Car,3931.0,No,Yes,Yes
2016,2016 Acura RDX Specs: AWD 4-Door Advance Pkg,43520.0,28.0,Car,3946.0,Yes,Yes,Yes
2016,2016 Acura RDX Specs: AWD 4-Door AcuraWatch Plus Pkg,38170.0,28.0,Car,3907.0,No,Yes,Yes
2015,2015 Acura RDX Specs: AWD 4-Door,36495.0,27.0,Car,3838.0,No,Yes,Yes
2015,2015 Acura RDX Specs: FWD 4-Door Tech Pkg,38795.0,28.0,Car,3732.0,No,Yes,Yes
2015,2015 Acura RDX Specs: FWD 4-Door,35095.0,28.0,Car,3717.0,No,Yes,Yes
2015,2015 Acura RDX Specs: AWD 4-Door Tech Pkg,40195.0,27.0,Car,3852.0,No,Yes,Yes
2014,2014 Acura RDX Specs: AWD 4-Door,35920.0,27.0,Car,3838.0,No,Yes,Yes
2014,2014 Acura RDX Specs: FWD 4-Door Tech Pkg,38220.0,28.0,Car,3732.0,No,Yes,Yes
2014,2014 Acura RDX Specs: FWD 4-Door,34520.0,28.0,Car,3717.0,No,Yes,Yes
2014,2014 Acura RDX Specs: AWD 4-Door Tech Pkg,39620.0,27.0,Car,3852.0,No,Yes,Yes
2013,2013 Acura RDX Specs: AWD 4-Door,35720.0,27.0,Car,3838.0,No,Yes,Yes
2013,2013 Acura RDX Specs: FWD 4-Door Tech Pkg,38020.0,28.0,Car,3732.0,No,Yes,Yes
2013,2013 Acura RDX Specs: FWD 4-Door,34320.0,28.0,Car,3717.0,No,Yes,Yes
2013,2013 Acura RDX Specs: AWD 4-Door Tech Pkg,39420.0,27.0,Car,3852.0,No,Yes,Yes
2012,2012 Acura RDX Specs: AWD 4-Door,34895.0,22.0,Car,3931.0,No,Yes,Yes
2012,2012 Acura RDX Specs: FWD 4-Door Tech Pkg,35995.0,24.0,Car,3752.0,No,Yes,Yes
2012,2012 Acura RDX Specs: FWD 4-Door,32895.0,24.0,Car,3743.0,No,Yes,Yes
2012,2012 Acura RDX Specs: AWD 4-Door Tech Pkg,37995.0,22.0,Car,3942.0,No,Yes,Yes
2011,2011 Acura RDX Specs: AWD 4-Door,34895.0,22.0,Car,3931.0,No,Yes,Yes
2011,2011 Acura RDX Specs: FWD 4-Door Tech Pkg,35995.0,24.0,Car,3752.0,No,Yes,Yes
2011,2011 Acura RDX Specs: FWD 4-Door,32895.0,24.0,Car,3743.0,No,Yes,Yes
2011,2011 Acura RDX Specs: AWD 4-Door Tech Pkg,37995.0,22.0,Car,3942.0,No,Yes,Yes
2010,2010 Acura RDX Specs: AWD 4-Door,34520.0,22.0,Car,3931.0,No,Yes,Yes
2010,2010 Acura RDX Specs: FWD 4-Door Tech Pkg,35620.0,24.0,Car,3752.0,No,Yes,Yes
2010,2010 Acura RDX Specs: FWD 4-Door,32520.0,24.0,Car,3743.0,No,Yes,Yes
2010,2010 Acura RDX Specs: AWD 4-Door Tech Pkg,37620.0,22.0,Car,3942.0,No,Yes,Yes
2009,2009 Acura RDX Specs: AWD 4-Door,33895.0,22.0,Car,3924.0,No,No,Yes
2009,2009 Acura RDX Specs: AWD 4-Door Tech Pkg,37195.0,22.0,Car,3935.0,No,Yes,Yes
2008,2008 Acura RDX Specs: 4WD 4-Door,33195.0,22.0,Car,3924.0,No,No,Yes
2008,2008 Acura RDX Specs: 4WD 4-Door Tech Pkg,36695.0,22.0,Car,3935.0,No,Yes,Yes
2007,2007 Acura RDX Specs: AWD 4-Door,32995.0,23.0,Car,3968.0,No,No,Yes
2007,2007 Acura RDX Specs: AWD 4-Door Tech Pkg,36495.0,23.0,Car,3982.0,No,Yes,Yes
2019,2019 Acura MDX Specs: FWD,44300.0,27.0,Car,4032.0,No,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD w/Technology/Entertainment Pkg,53300.0,26.0,Car,4266.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD w/Technology/A-Spec Pkg,54800.0,25.0,Car,4275.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD w/Technology Pkg,51300.0,26.0,Car,4264.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD w/Advance/Entertainment Pkg,60050.0,26.0,Car,4350.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD w/Advance Pkg,58050.0,26.0,Car,4303.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD Sport Hybrid w/Technology Pkg,52800.0,27.0,Car,4471.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD Sport Hybrid w/Advance Pkg,59550.0,27.0,Car,4486.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: SH-AWD,46300.0,26.0,Car,4239.0,No,Yes,Yes
2019,2019 Acura MDX Specs: FWD w/Technology/Entertainment Pkg,51300.0,27.0,Car,4057.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: FWD w/Technology Pkg,49300.0,27.0,Car,4054.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: FWD w/Advance/Entertainment Pkg,58050.0,27.0,Car,4136.0,Yes,Yes,Yes
2019,2019 Acura MDX Specs: FWD w/Advance Pkg,56050.0,27.0,Car,4090.0,Yes,Yes,Yes
2018,2018 Acura MDX Specs: FWD,44200.0,27.0,Car,4001.0,No,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD w/Technology/Entertainment Pkg,52600.0,26.0,Car,4262.0,No,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD w/Technology Pkg,50600.0,26.0,Car,4244.0,No,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD w/Advance/Entertainment Pkg,58650.0,26.0,Car,4292.0,Yes,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD w/Advance Pkg,56650.0,26.0,Car,4257.0,Yes,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD Sport Hybrid w/Technology Pkg,52100.0,27.0,Car,4471.0,No,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD Sport Hybrid w/Advance Pkg,58150.0,27.0,Car,4484.0,Yes,Yes,Yes
2018,2018 Acura MDX Specs: SH-AWD,46200.0,26.0,Car,4215.0,No,Yes,Yes
2018,2018 Acura MDX Specs: FWD w/Technology/Entertainment Pkg,50600.0,27.0,Car,4061.0,No,Yes,Yes
2018,2018 Acura MDX Specs: FWD w/Technology Pkg,48600.0,27.0,Car,4028.0,No,Yes,Yes
2018,2018 Acura MDX Specs: FWD w/Advance/Entertainment Pkg,56650.0,27.0,Car,4087.0,Yes,Yes,Yes
2018,2018 Acura MDX Specs: FWD w/Advance Pkg,54650.0,27.0,Car,4065.0,Yes,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door,43015.0,27.0,Car,3960.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/Entertainment/AcuraWatch Plus,52640.0,26.0,Car,4262.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/Entertainment,51440.0,26.0,Car,4260.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/AcuraWatch Plus,50640.0,26.0,Car,4213.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Tech,49440.0,26.0,Car,4211.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Advance/Entertainment,57230.0,26.0,Car,4319.0,Yes,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/Advance,55230.0,26.0,Car,4246.0,Yes,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door w/AcuraWatch Plus,46515.0,26.0,Car,4200.0,No,Yes,Yes
2016,2016 Acura MDX Specs: SH-AWD 4-Door,45015.0,26.0,Car,4195.0,No,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Tech/Entertainment/AcuraWatch Plus,50640.0,27.0,Car,4070.0,No,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Tech/Entertainment,49440.0,27.0,Car,4067.0,No,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Tech/AcuraWatch Plus,48640.0,27.0,Car,4004.0,No,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Tech,47440.0,27.0,Car,4001.0,No,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Advance/Entertainment,55230.0,27.0,Car,4246.0,Yes,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/Advance,53230.0,27.0,Car,4037.0,Yes,Yes,Yes
2016,2016 Acura MDX Specs: FWD 4-Door w/AcuraWatch Plus,44515.0,27.0,Car,3964.0,No,Yes,Yes
2015,2015 Acura MDX Specs: FWD 4-Door,42765.0,28.0,Car,4025.0,No,Yes,Yes
2015,2015 Acura MDX Specs: SH-AWD 4-Door Tech/Entertainment Pkg,51040.0,27.0,Car,4294.0,No,Yes,Yes
2015,2015 Acura MDX Specs: SH-AWD 4-Door Tech Pkg,49040.0,27.0,Car,4270.0,No,Yes,Yes
2015,2015 Acura MDX Specs: SH-AWD 4-Door Advance/Entertainment Pkg,56980.0,27.0,Car,4332.0,Yes,Yes,Yes
2015,2015 Acura MDX Specs: SH-AWD 4-Door,44765.0,27.0,Car,4255.0,No,Yes,Yes
2015,2015 Acura MDX Specs: FWD 4-Door Tech/Entertainment Pkg,49040.0,28.0,Car,4063.0,No,Yes,Yes
2015,2015 Acura MDX Specs: FWD 4-Door Tech Pkg,47040.0,28.0,Car,4041.0,No,Yes,Yes
2015,2015 Acura MDX Specs: FWD 4-Door Advance/Entertainment Pkg,54980.0,28.0,Car,4103.0,Yes,Yes,Yes
2014,2014 Acura MDX Specs: FWD 4-Door,42290.0,28.0,Car,4025.0,No,Yes,Yes
2014,2014 Acura MDX Specs: SH-AWD 4-Door Tech/Entertainment Pkg,50565.0,27.0,Car,4294.0,No,Yes,Yes
2014,2014 Acura MDX Specs: SH-AWD 4-Door Tech Pkg,48565.0,27.0,Car,4270.0,No,Yes,Yes
2014,2014 Acura MDX Specs: SH-AWD 4-Door Advance/Entertainment Pkg,56505.0,27.0,Car,4332.0,Yes,Yes,Yes
2014,2014 Acura MDX Specs: SH-AWD 4-Door,44290.0,27.0,Car,4255.0,No,Yes,Yes
2014,2014 Acura MDX Specs: FWD 4-Door Tech/Entertainment Pkg,48565.0,28.0,Car,4063.0,No,Yes,Yes
2014,2014 Acura MDX Specs: FWD 4-Door Tech Pkg,46565.0,28.0,Car,4041.0,No,Yes,Yes
2014,2014 Acura MDX Specs: FWD 4-Door Advance/Entertainment Pkg,54505.0,28.0,Car,4103.0,Yes,Yes,Yes
2013,2013 Acura MDX Specs: AWD 4-Door,43280.0,,Car,4594.0,No,Yes,Yes
2013,2013 Acura MDX Specs: AWD 4-Door Tech/Entertainment Pkg,48855.0,,Car,4594.0,Yes,Yes,Yes
2013,2013 Acura MDX Specs: AWD 4-Door Tech Pkg,46955.0,,Car,4594.0,Yes,Yes,Yes
2013,2013 Acura MDX Specs: AWD 4-Door Advance/Entertainment Pkg,54805.0,,Car,4594.0,Yes,Yes,Yes
2013,2013 Acura MDX Specs: AWD 4-Door Advance Pkg,52905.0,,Car,4594.0,Yes,Yes,Yes
2012,2012 Acura MDX Specs: AWD 4-Door,43030.0,21.0,Car,4550.0,No,Yes,Yes
2012,2012 Acura MDX Specs: AWD 4-Door Tech/Entertainment Pkg,48605.0,21.0,Car,4568.0,No,Yes,Yes
2012,2012 Acura MDX Specs: AWD 4-Door Advance Pkg,52655.0,21.0,Car,4601.0,No,Yes,Yes
2012,2012 Acura MDX Specs: AWD 4-Door Advance/Entertainment Pkg,,21.0,Car,4628.0,No,Yes,Yes
2012,2012 Acura MDX Specs: AWD 4-Door Advance Pkg.1,52655.0,21.0,Car,4601.0,No,Yes,Yes
2011,2011 Acura MDX Specs: AWD 4-Door,42930.0,21.0,Car,4550.0,No,Yes,Yes
2011,2011 Acura MDX Specs: AWD 4-Door Tech/Entertainment Pkg,48505.0,21.0,Car,4570.0,No,Yes,Yes
2011,2011 Acura MDX Specs: AWD 4-Door Tech Pkg,46605.0,21.0,Car,4550.0,No,Yes,Yes
2011,2011 Acura MDX Specs: AWD 4-Door Advance/Entertainment Pkg,54455.0,21.0,Car,4627.0,No,Yes,Yes
2011,2011 Acura MDX Specs: AWD 4-Door Advance Pkg,52555.0,21.0,Car,4603.0,No,Yes,Yes
2010,2010 Acura MDX Specs: AWD 4-Door,42230.0,21.0,Car,4550.0,No,Yes,Yes
2010,2010 Acura MDX Specs: AWD 4-Door Technology/Entertainment Pkg,47805.0,21.0,Car,4570.0,No,Yes,Yes
2010,2010 Acura MDX Specs: AWD 4-Door Technology Pkg,45905.0,21.0,Car,4550.0,No,Yes,Yes
2010,2010 Acura MDX Specs: AWD 4-Door Advance/Entertainment Pkg,53755.0,21.0,Car,4627.0,No,Yes,Yes
2010,2010 Acura MDX Specs: AWD 4-Door Advance Pkg,51855.0,21.0,Car,4603.0,No,Yes,Yes
2009,2009 Acura MDX Specs: AWD 4-Door,40990.0,20.0,Car,4548.0,No,No,Yes
2009,2009 Acura MDX Specs: AWD 4-Door Tech/Entertainment Pkg,46790.0,20.0,Car,4588.0,No,Yes,Yes
2009,2009 Acura MDX Specs: AWD 4-Door Tech Pkg,45040.0,20.0,Car,4559.0,No,Yes,Yes
2009,2009 Acura MDX Specs: AWD 4-Door Sport/Entertainment Pkg,48890.0,20.0,Car,4597.0,No,Yes,Yes
2009,2009 Acura MDX Specs: AWD 4-Door Sport Pkg,47140.0,20.0,Car,4564.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door,40195.0,20.0,Car,4548.0,No,No,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Tech/Pwr Tail Gate,44245.0,20.0,Car,4559.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Tech/Entertainment Pkg,45895.0,20.0,Car,4588.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Tech Pkg,43695.0,20.0,Car,4559.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Sport/Pwr Tail Gate,46345.0,20.0,Car,4564.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Sport/Entertainment Pkg,47995.0,20.0,Car,4597.0,No,Yes,Yes
2008,2008 Acura MDX Specs: 4WD 4-Door Sport Pkg,45795.0,20.0,Car,4564.0,No,Yes,Yes
2007,2007 Acura MDX Specs: 4WD 4-Door,39995.0,22.0,Car,4539.0,No,No,Yes
2007,2007 Acura MDX Specs: 4WD 4-Door Tech/Entertainment Pkg,45695.0,22.0,Car,4578.0,No,Yes,Yes
2007,2007 Acura MDX Specs: 4WD 4-Door Tech Pkg,43495.0,22.0,Car,4550.0,No,Yes,Yes
2007,2007 Acura MDX Specs: 4WD 4-Door Sport/Entertainment Pkg,47795.0,22.0,Car,4587.0,No,Yes,Yes
2007,2007 Acura MDX Specs: 4WD 4-Door Sport Pkg,45595.0,22.0,Car,4554.0,No,Yes,Yes
2006,2006 Acura MDX Specs: 4-Door SUV AT,37125.0,23.0,Car,4471.0,No,No,Yes
2006,2006 Acura MDX Specs: 4-Door SUV AT Touring w/Navi,42700.0,23.0,Car,4504.0,No,Yes,Yes
2006,2006 Acura MDX Specs: 4-Door SUV AT Touring RES w/Navi,44200.0,23.0,Car,4504.0,No,Yes,Yes
2006,2006 Acura MDX Specs: 4-Door SUV AT Touring RES,41450.0,23.0,Car,4504.0,No,No,Yes
2006,2006 Acura MDX Specs: 4-Door SUV AT Touring,39950.0,23.0,Car,4504.0,No,No,Yes
2005,2005 Acura MDX Specs: 4-Door SUV AT,36900.0,23.0,Car,4451.0,No,No,Yes
2005,2005 Acura MDX Specs: 4-Door SUV AT Touring w/Navi,42475.0,23.0,Car,4510.0,No,Yes,Yes
2005,2005 Acura MDX Specs: 4-Door SUV AT Touring,39725.0,23.0,Car,4510.0,No,No,Yes
2005,2005 Acura MDX Specs: 4-Door SUV AT Touring RES w/Navi,43975.0,23.0,Car,4510.0,No,Yes,Yes
2005,2005 Acura MDX Specs: 4-Door SUV AT Touring RES,41225.0,23.0,Car,4510.0,No,No,Yes
2004,2004 Acura MDX Specs: 4-Door SUV,36400.0,23.0,Car,4451.0,No,No,Yes
2004,2004 Acura MDX Specs: 4-Door SUV Touring Pkg w/Navigation,41200.0,23.0,Car,4510.0,No,Yes,Yes
2004,2004 Acura MDX Specs: 4-Door SUV Touring Pkg RES w/Nav,42700.0,23.0,Car,4510.0,No,Yes,Yes
2004,2004 Acura MDX Specs: 4-Door SUV Touring Pkg RES,40500.0,23.0,Car,4510.0,No,No,Yes
2004,2004 Acura MDX Specs: 4-Door SUV Touring Pkg,39000.0,23.0,Car,4510.0,No,No,Yes
2003,2003 Acura MDX Specs: 4-Door SUV,35700.0,23.0,Car,4420.0,No,No,Yes
2003,2003 Acura MDX Specs: 4-Door SUV Touring Pkg w/Navigation,40500.0,23.0,Car,4500.0,No,Yes,Yes
2003,2003 Acura MDX Specs: 4-Door SUV Touring Pkg RES w/Nav,42000.0,23.0,Car,4504.0,No,Yes,Yes
2003,2003 Acura MDX Specs: 4-Door SUV Touring Pkg RES,39800.0,23.0,Car,4477.0,No,No,Yes
2003,2003 Acura MDX Specs: 4-Door SUV Touring Pkg,38300.0,23.0,Car,4473.0,No,No,Yes
2002,2002 Acura MDX Specs: 4-Door SUV,34700.0,23.0,Car,4328.0,No,No,No
2002,2002 Acura MDX Specs: 4-Door SUV Touring Pkg w/Navigation,39300.0,23.0,Car,4387.0,No,No,No
2002,2002 Acura MDX Specs: 4-Door SUV w/Navigation,36700.0,23.0,Car,4328.0,No,No,No
2002,2002 Acura MDX Specs: 4-Door SUV Touring Pkg,37300.0,23.0,Car,4387.0,No,No,No
2001,2001 Acura MDX Specs: 4-Door SUV,34370.0,23.0,Car,4328.0,No,No,No
2001,2001 Acura MDX Specs: 4-Door SUV Touring Pkg w/Navigation,38970.0,23.0,Car,4387.0,No,No,No
2001,2001 Acura MDX Specs: 4-Door SUV w/Navigation,36370.0,23.0,Car,4328.0,No,No,No
2001,2001 Acura MDX Specs: 4-Door SUV Touring Pkg,36970.0,23.0,Car,4387.0,No,No,No
2019,2019 Acura TLX Specs: 2.4L FWD,33000.0,33.0,Car,3505.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L SH-AWD w/Technology Pkg,42100.0,29.0,Car,3765.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L SH-AWD w/Advance Pkg,45950.0,29.0,Car,3765.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg Red Leather,44800.0,29.0,Car,3765.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg,44800.0,29.0,Car,3765.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L SH-AWD,38200.0,29.0,Car,3765.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L FWD w/Technology Pkg,40100.0,31.0,Car,3680.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L FWD w/Advance Pkg,43950.0,31.0,Car,3680.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L FWD w/A-SPEC Pkg Red Leather,42800.0,30.0,Car,3680.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L FWD w/A-SPEC Pkg,42800.0,30.0,Car,3680.0,Yes,Yes,Yes
2019,2019 Acura TLX Specs: 3.5L FWD,36200.0,31.0,Car,3680.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 2.4L FWD w/Technology Pkg,36700.0,33.0,Car,3508.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 2.4L FWD w/A-SPEC Pkg Red Leather,39400.0,32.0,Car,3580.0,No,Yes,Yes
2019,2019 Acura TLX Specs: 2.4L FWD w/A-SPEC Pkg,39400.0,32.0,Car,3580.0,No,Yes,Yes
2018,2018 Acura TLX Specs: 2.4L FWD,33000.0,33.0,Car,3505.0,No,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L SH-AWD w/Technology Pkg,41900.0,30.0,Car,3765.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L SH-AWD w/Advance Pkg,45750.0,30.0,Car,3765.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg Red Leather,44800.0,29.0,Car,3765.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg,44800.0,29.0,Car,3765.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L SH-AWD,38200.0,30.0,Car,3765.0,No,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L FWD w/Technology Pkg,39900.0,32.0,Car,3680.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L FWD w/Advance Pkg,43750.0,32.0,Car,3680.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L FWD w/A-SPEC Pkg Red Leather,42800.0,30.0,Car,3680.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L FWD w/A-SPEC Pkg,42800.0,30.0,Car,3680.0,Yes,Yes,Yes
2018,2018 Acura TLX Specs: 3.5L FWD,36200.0,32.0,Car,3680.0,No,Yes,Yes
2018,2018 Acura TLX Specs: 2.4L FWD w/Technology Pkg,36700.0,33.0,Car,3505.0,Yes,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan FWD,31695.0,35.0,Car,3483.0,No,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan SH-AWD V6 Tech,41575.0,31.0,Car,3748.0,No,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan SH-AWD V6 Advance,44800.0,31.0,Car,3774.0,Yes,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan FWD V6 Tech,39375.0,34.0,Car,3596.0,No,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan FWD V6 Advance,42600.0,34.0,Car,3620.0,Yes,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan FWD V6,35320.0,34.0,Car,3585.0,No,Yes,Yes
2016,2016 Acura TLX Specs: 4-Door Sedan FWD Tech,35750.0,35.0,Car,3492.0,No,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan FWD,31445.0,35.0,Car,3483.0,No,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan SH-AWD V6 Tech,41575.0,31.0,Car,3748.0,No,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan SH-AWD V6 Advance,44800.0,31.0,Car,3774.0,Yes,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan FWD V6 Tech,39375.0,34.0,Car,3596.0,No,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan FWD V6 Advance,42600.0,34.0,Car,3620.0,Yes,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan FWD V6,35320.0,34.0,Car,3585.0,No,Yes,Yes
2015,2015 Acura TLX Specs: 4-Door Sedan FWD Tech,35500.0,35.0,Car,3492.0,No,Yes,Yes
2019,2019 Acura ILX Specs: Sedan,25900.0,34.0,Car,3095.0,No,Yes,Yes
2019,2019 Acura ILX Specs: Sedan w/Technology/A-SPEC Pkg,31550.0,34.0,Car,3148.0,No,Yes,Yes
2019,2019 Acura ILX Specs: Sedan w/Technology Pkg,29550.0,34.0,Car,3124.0,No,Yes,Yes
2019,2019 Acura ILX Specs: Sedan w/Premium/A-SPEC Pkg,29650.0,34.0,Car,3144.0,No,Yes,Yes
2019,2019 Acura ILX Specs: Sedan w/Premium Pkg,27650.0,34.0,Car,3122.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan,28100.0,35.0,Car,3093.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan w/Technology Plus/A-SPEC Pkg,35100.0,35.0,Car,3137.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan w/Technology Plus Pkg,33100.0,35.0,Car,3115.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan w/Premium/A-SPEC Pkg,32100.0,35.0,Car,3133.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan w/Premium Pkg,30100.0,35.0,Car,3113.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Sedan w/AcuraWatch Plus,29400.0,35.0,Car,3095.0,No,Yes,Yes
2018,2018 Acura ILX Specs: Special Edition Sedan,28900.0,35.0,Car,3104.0,No,Yes,Yes
2016,2016 Acura ILX Specs: 4-Door Sedan,27900.0,36.0,Car,3093.0,No,Yes,Yes
