Year,Car Make and Model,Retail Price,Highway MPG,Body Style,Base Curb Weight (lbs),Parking Aid,Back-Up Camera,Stability Control
2016,"2016 GMC Canyon Specs: 2WD Ext Cab 128.3"" SL",20940.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Ext Cab 128.3""",23800.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 4WD Crew Cab 140.5"" SLT",38260.0,24.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 4WD Crew Cab 140.5"" SLE",35170.0,24.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Crew Cab 140.5"" SLT",34770.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Crew Cab 140.5"" SLE",31255.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Crew Cab 140.5""",27875.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 4WD Crew Cab 128.3"" SLT",37960.0,24.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 4WD Crew Cab 128.3"" SLE",34870.0,24.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Crew Cab 128.3"" SLT",33950.0,26.0,Truck,,No,Yes,Yes
2016,"2016 GMC Canyon Specs: 2WD Crew Cab 128.3"" SLE",29735.0,27.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 128.3""",25205.0,27.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Ext Cab 128.3"" SLT",33855.0,25.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Ext Cab 128.3"" SLE",31145.0,25.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Ext Cab 128.3""",27935.0,25.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Ext Cab 128.3"" SLT",29730.0,27.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Ext Cab 128.3"" SLE",26595.0,27.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Ext Cab 128.3"" SL",20955.0,26.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Ext Cab 128.3""",22650.0,26.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Crew Cab 140.5"" SLT",37250.0,24.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Crew Cab 140.5"" SLE",34310.0,24.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 140.5"" SLT",33420.0,26.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 140.5"" SLE",30055.0,26.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 140.5""",26725.0,26.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Crew Cab 128.3"" SLT",36950.0,24.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 4WD Crew Cab 128.3"" SLE",34010.0,24.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 128.3"" SLT",31650.0,27.0,Truck,,No,Yes,Yes
2015,"2015 GMC Canyon Specs: 2WD Crew Cab 128.3"" SLE",28535.0,27.0,Truck,,No,Yes,Yes
2012,2012 GMC Canyon Specs: 2WD Crew Cab SLE1,24685.0,25.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Reg Cab Work Truck,22385.0,24.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Reg Cab SLE1,25305.0,24.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Ext Cab Work Truck,24435.0,24.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Ext Cab SLE2,29145.0,23.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Ext Cab SLE1,26485.0,24.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Crew Cab SLT,31790.0,21.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Crew Cab SLE2,29125.0,21.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 4WD Crew Cab SLE1,28610.0,21.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 2WD Reg Cab Work Truck,17490.0,25.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 2WD Reg Cab SLE1,20455.0,25.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 2WD Ext Cab Work Truck,20840.0,25.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 2WD Ext Cab SLE1,23040.0,25.0,Truck,,No,No,Yes
2012,2012 GMC Canyon Specs: 2WD Crew Cab SLE2,26470.0,23.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE1",24045.0,25.0,Truck,,No,No,Yes
2011,2011 GMC Canyon Specs: 4WD Reg Chassis Cab,22805.0,21.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Reg Cab 111.2"" Work Truck",20660.0,24.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE1",21905.0,24.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Ext Cab 125.9"" Work Truck",22700.0,24.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLT",28950.0,23.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE1",24075.0,24.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLT",30005.0,21.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE1",27700.0,21.0,Truck,,No,No,Yes
2011,2011 GMC Canyon Specs: 2WD Reg Chassis Cab,19350.0,20.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Reg Cab 111.2"" Work Truck",17155.0,25.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE1",18350.0,25.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Ext Cab 125.9"" Work Truck",19400.0,25.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLT",25800.0,23.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE1",20925.0,25.0,Truck,,No,No,Yes
2011,"2011 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLT",27350.0,23.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE1",23875.0,25.0,Truck,,No,No,Yes
2010,2010 GMC Canyon Specs: 4WD Reg Chassis Cab,22635.0,21.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Reg Cab 111.2"" Work Truck",20490.0,24.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE1",21735.0,24.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Ext Cab 125.9"" Work Truck",22530.0,24.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLT",28780.0,23.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE1",23905.0,24.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLT",29835.0,21.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE1",27530.0,21.0,Truck,,No,No,Yes
2010,2010 GMC Canyon Specs: 2WD Reg Chassis Cab,19180.0,20.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Reg Cab 111.2"" Work Truck",16985.0,25.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE1",18180.0,25.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Ext Cab 125.9"" Work Truck",19230.0,25.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLT",25630.0,23.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE1",20755.0,25.0,Truck,,No,No,Yes
2010,"2010 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLT",27180.0,23.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Crew Cab 126.0"" 3VL",23025.0,24.0,Truck,,No,No,Yes
2009,2009 GMC Canyon Specs: 4WD Reg Chassis Cab,22355.0,21.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Reg Cab 111.2"" Work Truck",20210.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE1",21455.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Ext Cab 125.9"" Work Truck",22250.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLT",23625.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE2",23625.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE1",23625.0,22.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLT",27075.0,21.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE2",27075.0,21.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE1",27075.0,21.0,Truck,,No,No,Yes
2009,2009 GMC Canyon Specs: 2WD Reg Chassis Cab,18900.0,20.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Reg Cab 111.2"" Work Truck",16705.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE1",17900.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" Work Truck",18950.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLT",20475.0,23.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE3",20475.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE2",20475.0,23.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE1",20475.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Ext Cab 125.9"" 3VL",20525.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLT",23420.0,23.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE3",23420.0,24.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE2",23420.0,23.0,Truck,,No,No,Yes
2009,"2009 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE1",23420.0,24.0,Truck,,No,No,Yes
2008,"2008 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE1",21465.0,24.0,Truck,,No,No,No
2008,2008 GMC Canyon Specs: 4WD Reg Chassis Cab 1SB,20540.0,20.0,Truck,,No,No,No
2008,2008 GMC Canyon Specs: 4WD Reg Chassis Cab 1SA,20540.0,20.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Reg Cab 111.2"" Work Truck",18540.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE2",19660.0,21.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE1",19660.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Reg Cab 111.2"" SL",19080.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Ext Cab 125.9"" Work Truck",20445.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLT",21720.0,21.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE2",21720.0,21.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE1",21720.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Ext Cab 125.9"" SL",21205.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLT",25070.0,21.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE2",25070.0,21.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE1",25070.0,21.0,Truck,,No,No,No
2008,2008 GMC Canyon Specs: 2WD Reg Chassis Cab 1SB,17085.0,18.0,Truck,,No,No,No
2008,2008 GMC Canyon Specs: 2WD Reg Chassis Cab 1SA,17085.0,18.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Reg Cab 111.2"" Work Truck",15085.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE2",16155.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE1",16155.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Reg Cab 111.2"" SL",15620.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Ext Cab 125.9"" Work Truck",17195.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLT",18620.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE2",18620.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE1",18620.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Ext Cab 125.9"" SL",17875.0,24.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLT",21465.0,22.0,Truck,,No,No,No
2008,"2008 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE2",21465.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE1",20390.0,24.0,Truck,,No,No,No
2007,2007 GMC Canyon Specs: 4WD Reg Chassis Cab 1SB,20150.0,19.0,Truck,,No,No,No
2007,2007 GMC Canyon Specs: 4WD Reg Chassis Cab 1SA,20150.0,19.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Reg Cab 111.2"" Work Truck",17635.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE3",18615.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE2",18615.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Reg Cab 111.2"" SLE1",18615.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Reg Cab 111.2"" SL",17895.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Ext Cab 125.9"" Work Truck",19510.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLT",20640.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE2",20640.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Ext Cab 125.9"" SLE1",20640.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Ext Cab 125.9"" SL",19920.0,24.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLT",23940.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE2",23940.0,22.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 4WD Crew Cab 126.0"" SLE1",23940.0,22.0,Truck,,No,No,No
2007,2007 GMC Canyon Specs: 2WD Reg Chassis Cab 1SB,16750.0,20.0,Truck,,No,No,No
2007,2007 GMC Canyon Specs: 2WD Reg Chassis Cab 1SA,16750.0,20.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Reg Cab 111.2"" Work Truck",14235.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE3",15165.0,23.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE2",15165.0,23.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Reg Cab 111.2"" SLE1",15165.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Reg Cab 111.2"" SL",14485.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Ext Cab 125.9"" Work Truck",16310.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLT",17590.0,23.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE2",17590.0,23.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Ext Cab 125.9"" SLE1",17590.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Ext Cab 125.9"" SL",16640.0,26.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLT",20390.0,23.0,Truck,,No,No,No
2007,"2007 GMC Canyon Specs: 2WD Crew Cab 126.0"" SLE2",20390.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 2WD SLE1",20655.0,27.0,Truck,,No,No,No
2006,2006 GMC Canyon Specs: Reg Chassis Cab 2WD Work Truck,16885.0,25.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD Work Truck",18330.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE3",19460.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE2",19460.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE1",19460.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL",18740.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 2WD Work Truck",14730.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 2WD SLE3",16010.0,24.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 2WD SLE2",16010.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 2WD SLE1",16010.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Reg Cab 111.2"" WB 2WD SL",15330.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD Work Truck",20530.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLT",21660.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE2",21660.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE1",21660.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL",20940.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 2WD Work Truck",17330.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 2WD SLT",18610.0,24.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 2WD SLE2",18610.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 2WD SLE1",18610.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Ext Cab 125.9"" WB 2WD SL",17660.0,27.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD SLT",23205.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD SLE2",23205.0,22.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD SLE1",23205.0,23.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 2WD SLT",20655.0,24.0,Truck,,No,No,No
2006,"2006 GMC Canyon Specs: Crew Cab 126.0"" WB 2WD SLE2",20655.0,24.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SB SLE Z85",21540.0,27.0,Truck,,No,No,No
2005,2005 GMC Canyon Specs: Reg Chassis Cab Z71,15985.0,27.0,Truck,,No,No,No
2005,2005 GMC Canyon Specs: Reg Chassis Cab SL Z71,16860.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z85",17390.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z71",19315.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z85",15425.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z71",18140.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z85",20120.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z71",22370.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z85",19005.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z71",20795.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z85",20510.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z71",21965.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z85",17770.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z71",20485.0,27.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z85",23240.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z71",25045.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z85",21350.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z71",23140.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SF SLE Z71",28385.0,22.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SE SLE Z71",28270.0,22.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SC SLE Z85",24770.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SB SLE Z85",24270.0,23.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SF SLE Z71",25280.0,24.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SE SLE Z71",25165.0,24.0,Truck,,No,No,No
2005,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SC SLE Z85",22065.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SB SLE Z85",20610.0,27.0,Truck,,No,No,No
2004,2004 GMC Canyon Specs: Reg Chassis Cab SL Z71,16610.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z85",16980.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z71",18905.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z85",16025.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z71",17730.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z85",19590.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z71",21960.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z85",18635.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z71",20410.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z85",20080.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z71",21535.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z85",18370.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z71",20075.0,27.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z85",22690.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z71",24615.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z85",20980.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z71",22755.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SF SLE Z71",28000.0,22.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SE SLE Z71",27340.0,22.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SC SLE Z85",24265.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SB SLE Z85",23220.0,23.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SF SLE Z71",24555.0,24.0,Truck,,No,No,No
2004,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SE SLE Z71",24235.0,24.0,Truck,,No,No,No
